timestamp,elapsed_seconds,rpm,speed_kmh,coolant_temp_c,intake_temp_c,throttle_pos_pct,engine_load_pct,short_fuel_trim_pct,long_fuel_trim_pct,maf_g_per_sec,battery_voltage,dtc_codes
2024-03-15 09:01:32.500,92.5,1583,32.9,48.5,32.2,16.6,26.4,1.32,2.25,9.67,13.96,[]
2024-03-15 09:01:33.000,93.0,1666,31.3,48.6,33.4,15.7,28.1,1.63,2.03,10.47,13.95,[]
2024-03-15 09:01:33.500,93.5,1653,34.3,48.7,32.9,17.5,25.6,1.28,2.4,10.03,13.93,[]
2024-03-15 09:01:34.000,94.0,1660,34.7,48.8,32.3,17.8,27.0,1.44,2.26,10.07,13.88,[]
2024-03-15 09:01:34.500,94.5,1676,33.9,48.9,32.5,18.1,28.9,0.95,2.31,10.17,13.89,[]
2024-03-15 09:01:35.000,95.0,1670,35.8,49.0,32.8,18.7,29.1,1.03,2.45,10.54,13.87,[]
2024-03-15 09:01:35.500,95.5,1680,34.5,49.1,32.6,17.6,26.3,2.44,1.85,10.45,13.99,[]
2024-03-15 09:01:36.000,96.0,1683,36.6,49.2,33.1,19.4,31.3,0.86,1.99,10.46,13.95,[]
2024-03-15 09:01:36.500,96.5,1711,35.9,49.3,31.5,18.8,30.3,1.52,2.28,10.57,13.96,[]
2024-03-15 09:01:37.000,97.0,1698,36.0,49.4,32.3,19.3,29.5,1.34,2.68,10.4,13.98,[]
2024-03-15 09:01:37.500,97.5,1720,36.2,49.5,33.2,19.9,26.9,1.86,2.92,10.43,13.94,[]
2024-03-15 09:01:38.000,98.0,1760,38.9,49.6,33.7,17.9,30.3,1.5,2.89,10.73,13.83,[]
2024-03-15 09:01:38.500,98.5,1781,39.0,49.7,32.7,19.5,26.1,1.14,2.44,10.9,14.01,[]
2024-03-15 09:01:39.000,99.0,1757,40.4,49.8,32.5,19.1,24.8,1.33,2.64,10.73,14.03,[]
2024-03-15 09:01:39.500,99.5,1714,40.4,49.9,32.1,20.6,27.1,1.69,2.25,10.82,13.83,[]
2024-03-15 09:01:40.000,100.0,1801,38.9,50.0,32.8,20.7,26.0,2.03,2.16,11.16,13.91,[]
2024-03-15 09:01:40.500,100.5,1826,40.8,50.1,32.9,22.2,31.8,0.75,2.47,11.09,13.88,[]
2024-03-15 09:01:41.000,101.0,1863,40.5,50.2,32.5,20.7,29.9,1.68,2.38,11.31,13.89,[]
2024-03-15 09:01:41.500,101.5,1900,41.7,50.3,32.8,21.2,28.7,0.6,2.45,11.69,13.88,[]
2024-03-15 09:01:42.000,102.0,1809,40.9,50.4,33.2,21.7,28.0,1.65,2.61,11.35,13.95,[]
2024-03-15 09:01:42.500,102.5,1869,42.6,50.5,30.9,19.6,28.7,1.23,2.92,11.49,13.86,[]
2024-03-15 09:01:43.000,103.0,1881,44.2,50.6,31.8,21.0,30.2,1.63,2.57,11.62,13.99,[]
2024-03-15 09:01:43.500,103.5,1885,44.6,50.7,31.9,21.5,27.1,1.17,2.03,11.4,13.85,[]
2024-03-15 09:01:44.000,104.0,1878,43.8,50.8,32.2,22.9,31.9,1.88,2.3,11.52,14.03,[]
2024-03-15 09:01:44.500,104.5,1948,43.8,50.9,32.4,22.7,28.3,2.07,2.4,11.86,13.85,[]
2024-03-15 09:01:45.000,105.0,1999,46.3,51.0,33.0,22.7,28.2,0.92,2.25,11.93,13.88,[]
2024-03-15 09:01:45.500,105.5,1984,46.3,51.1,32.0,22.7,26.0,1.17,2.71,12.19,13.94,[]
2024-03-15 09:01:46.000,106.0,1961,46.1,51.2,32.4,21.8,24.2,0.59,1.66,11.92,13.85,[]
2024-03-15 09:01:46.500,106.5,1924,46.6,51.3,33.0,21.6,26.9,2.02,1.94,11.64,13.86,[]
2024-03-15 09:01:47.000,107.0,1963,47.7,51.4,32.4,22.1,30.9,1.4,2.34,12.1,13.92,[]
2024-03-15 09:01:47.500,107.5,1995,46.4,51.5,32.4,23.0,28.7,0.61,1.88,11.7,14.01,[]
2024-03-15 09:01:48.000,108.0,1988,47.9,51.6,31.7,24.1,27.5,2.86,2.18,12.06,13.89,[]
2024-03-15 09:01:48.500,108.5,2002,50.3,51.7,31.7,23.9,29.6,2.25,2.6,11.84,13.86,[]
2024-03-15 09:01:49.000,109.0,2021,47.6,51.8,32.6,24.7,29.0,2.86,2.27,12.18,13.93,[]
2024-03-15 09:01:49.500,109.5,2060,50.5,51.9,32.3,23.2,28.6,2.12,2.31,12.23,13.88,[]
2024-03-15 09:01:50.000,110.0,2057,47.7,52.0,32.7,25.0,30.5,1.98,1.61,12.1,13.95,[]
2024-03-15 09:01:50.500,110.5,2045,49.4,52.1,32.1,26.0,29.4,0.67,2.38,12.43,13.87,[]
2024-03-15 09:01:51.000,111.0,2052,51.7,52.2,33.1,24.9,27.4,2.37,2.33,12.08,13.95,[]
2024-03-15 09:01:51.500,111.5,2032,53.6,52.3,32.3,27.2,28.4,2.18,2.55,12.17,13.92,[]
2024-03-15 09:01:52.000,112.0,2104,52.0,52.4,32.6,27.6,31.5,0.66,2.83,12.4,13.82,[]
2024-03-15 09:01:52.500,112.5,2130,53.3,52.5,33.1,26.0,32.8,1.81,2.83,12.58,13.93,[]
2024-03-15 09:01:53.000,113.0,2116,52.7,52.6,32.4,26.3,29.6,1.25,2.81,12.59,13.9,[]
2024-03-15 09:01:53.500,113.5,2174,53.9,52.7,32.9,27.3,34.1,1.12,2.52,12.82,13.83,[]
